#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
     2636000       1.293976e-02       5.560081e-04       7.057858e-03       1.335370e-01       1.025671e-02       3.413759e-02
     2638000       1.273787e-02       4.999062e-04       6.943764e-03       1.607214e-01       7.055002e-03       3.545152e-02
     2640000       1.364902e-02       9.305145e-04       7.417595e-03       1.774744e-01       7.233822e-03       3.941686e-02
     2642000       9.159974e-03       5.037522e-04       5.224349e-03       2.537601e-01       6.719759e-03       4.214444e-02
     2644000       1.629556e-02       9.421800e-04       8.664644e-03       2.003440e-01       8.158571e-03       4.162773e-02
     2646000       1.028782e-02       3.065563e-04       5.712874e-03       1.473368e-01       7.648450e-03       3.647615e-02
     2648000       1.515605e-02       6.518958e-04       8.095788e-03       1.956101e-01       1.037539e-02       4.139319e-02
     2650000       1.361347e-02       5.395266e-04       7.181401e-03       1.382092e-01       6.554639e-03       3.757471e-02
     2652000       7.963978e-03       4.205841e-04       4.320257e-03       1.699107e-01       5.592276e-03       3.543559e-02
     2654000       1.616195e-02       6.685128e-04       9.104813e-03       1.621209e-01       7.071742e-03       3.773467e-02
     2656000       1.171311e-02       7.020003e-04       6.226075e-03       1.489073e-01       8.812244e-03       3.510724e-02
     2658000       1.532625e-02       3.127131e-04       8.487786e-03       1.718789e-01       8.239438e-03       3.875972e-02
     2660000       7.007046e-03       6.801504e-04       4.002808e-03       1.615080e-01       5.337901e-03       3.618647e-02
     2662000       1.234870e-02       6.988247e-04       6.647483e-03       1.916354e-01       8.365327e-03       4.057997e-02
     2664000       9.952941e-03       1.242532e-03       5.205700e-03       1.990008e-01       7.407050e-03       4.377557e-02
     2666000       9.467012e-03       3.569532e-04       5.229396e-03       3.321545e-01       8.130431e-03       4.331109e-02
     2668000       1.291184e-02       6.009049e-04       7.223431e-03       1.632526e-01       8.103864e-03       3.433975e-02
     2670000       6.274121e-03       6.327076e-04       3.380759e-03       2.159352e-01       7.441940e-03       3.768527e-02
     2672000       1.114573e-02       3.853309e-04       5.840998e-03       2.970208e-01       8.440758e-03       3.873198e-02
     2674000       1.120738e-02       5.269360e-04       5.957655e-03       1.406557e-01       8.147635e-03       3.713307e-02
     2676000       1.366705e-02       3.889832e-04       7.763054e-03       1.722983e-01       9.131160e-03       3.746214e-02
     2678000       1.287500e-02       3.208180e-04       7.297243e-03       2.748458e-01       8.427557e-03       4.435801e-02
     2680000       1.530656e-02       6.598540e-04       8.406476e-03       1.319282e-01       6.470115e-03       4.137004e-02
     2682000       1.526955e-02       3.010106e-04       8.372755e-03       1.772990e-01       8.916730e-03       4.277074e-02
     2684000       1.388152e-02       8.676459e-04       7.128009e-03       1.935844e-01       5.519761e-03       4.159629e-02
     2686000       1.588919e-02       9.688251e-04       8.780343e-03       1.572224e-01       8.447329e-03       3.873087e-02
     2688000       1.013651e-02       3.831721e-04       5.282712e-03       1.274995e-01       8.041591e-03       3.416799e-02
     2690000       1.239271e-02       5.589457e-04       6.998159e-03       1.249036e-01       7.167135e-03       3.480843e-02
     2692000       9.449589e-03       9.814963e-04       5.008207e-03       2.234161e-01       7.536040e-03       4.052597e-02
     2694000       1.104034e-02       6.649049e-04       5.758262e-03       1.639566e-01       9.191310e-03       4.129331e-02
     2696000       1.076480e-02       6.125333e-04       5.392655e-03       1.577698e-01       8.868104e-03       3.758762e-02
     2698000       1.094655e-02       7.604289e-04       5.978534e-03       1.456407e-01       9.028918e-03       3.438168e-02
     2700000       4.891014e-03       3.070243e-04       2.828066e-03       1.160499e-01       8.855159e-03       3.180015e-02
     2702000       9.844176e-03       3.255260e-04       5.411828e-03       1.654160e-01       8.637976e-03       3.502852e-02
     2704000       9.725293e-03       3.502683e-04       5.096755e-03       1.787675e-01       8.834614e-03       3.559500e-02
     2706000       9.975049e-03       4.737836e-04       5.504044e-03       2.243754e-01       5.501293e-03       3.785643e-02
     2708000       1.244151e-02       1.106523e-03       6.841653e-03       1.596485e-01       8.516066e-03       3.603935e-02
     2710000       1.192615e-02       1.067506e-03       6.563052e-03       2.073769e-01       6.817421e-03       3.959289e-02
     2712000       1.288763e-02       3.088693e-04       6.301517e-03       2.898579e-01       8.268837e-03       3.931885e-02
     2714000       1.021259e-02       3.135957e-04       5.533172e-03       1.898798e-01       6.276942e-03       4.118387e-02
     2716000       1.163915e-02       8.090471e-04       6.353152e-03       1.806796e-01       8.176724e-03       3.639227e-02
     2718000       1.043396e-02       8.710728e-04       5.929507e-03       1.414587e-01       8.025588e-03       3.744530e-02
     2720000       1.064472e-02       1.147408e-03       5.992951e-03       2.320246e-01       6.776611e-03       4.344520e-02
     2722000       1.062733e-02       4.305405e-04       5.821463e-03       1.641353e-01       1.016047e-02       3.582743e-02
     2724000       1.217916e-02       8.502405e-04       6.130568e-03       1.522160e-01       5.584652e-03       3.546608e-02
     2726000       1.247808e-02       3.834049e-04       6.816319e-03       1.330552e-01       5.827939e-03       3.749446e-02
     2728000       1.590023e-02       3.586654e-04       8.539108e-03       1.395896e-01       7.124512e-03       3.699918e-02
     2730000       1.486657e-02       5.396961e-04       7.905653e-03       1.440203e-01       8.016242e-03       3.571384e-02
     2732000       1.112444e-02       3.987188e-04       6.046631e-03       1.361450e-01       8.273378e-03       3.431068e-02
     2734000       1.436393e-02       5.613779e-04       7.462500e-03       2.326177e-01       7.364722e-03       4.059029e-02
     2736000       1.115715e-02       4.311793e-04       5.892968e-03       1.401327e-01       1.007326e-02       3.707444e-02
     2738000       1.631099e-02       3.975845e-04       8.839398e-03       2.271296e-01       5.792478e-03       4.246249e-02
     2740000       1.207289e-02       5.786686e-04       6.477434e-03       1.507304e-01       6.765269e-03       3.589608e-02
     2742000       1.281177e-02       5.182894e-04       7.132435e-03       1.268261e-01       7.346837e-03       3.627461e-02
     2744000       1.982113e-02       3.486258e-04       1.126548e-02       1.907755e-01       8.858307e-03       4.393923e-02
     2746000       8.492348e-03       3.756985e-04       4.643041e-03       1.460079e-01       7.859645e-03       3.476847e-02
     2748000       1.323701e-02       5.972457e-04       7.154353e-03       1.730427e-01       6.092312e-03       3.744302e-02
     2750000       1.172435e-02       2.951249e-04       6.513511e-03       1.284260e-01       7.533851e-03       3.685057e-02
     2752000       1.123035e-02       8.225410e-04       6.268575e-03       1.553791e-01       5.229600e-03       3.679460e-02
     2754000       1.229742e-02       4.740768e-04       6.717524e-03       2.134357e-01       8.239405e-03       4.219631e-02
     2756000       1.209956e-02       7.456958e-04       6.546600e-03       1.827547e-01       1.137717e-02       4.201637e-02
     2758000       1.304457e-02       1.097844e-03       6.618870e-03       1.300515e-01       8.693042e-03       3.868328e-02
     2760000       9.647500e-03       3.615171e-04       4.826189e-03       1.262311e-01       7.628846e-03       3.774212e-02
     2762000       1.212477e-02       2.263523e-03       6.507688e-03       4.379381e-01       7.064807e-03       5.573236e-02
     2764000       1.310920e-02       6.598778e-04       6.536023e-03       2.125348e-01       7.831602e-03       4.039651e-02
     2766000       1.213096e-02       4.346778e-04       6.627220e-03       1.620742e-01       1.071204e-02       3.819656e-02
     2768000       1.598524e-02       7.441016e-04       8.877903e-03       2.216734e-01       6.620803e-03       4.529467e-02
     2770000       1.221558e-02       6.174610e-04       6.614599e-03       1.386520e-01       7.593706e-03       3.689628e-02
     2772000       1.622202e-02       2.981070e-04       8.975753e-03       1.483394e-01       6.369437e-03       4.001893e-02
     2774000       1.057097e-02       3.130428e-04       5.585957e-03       1.259251e-01       6.027323e-03       3.610136e-02
     2776000       1.797565e-02       1.096659e-03       9.903395e-03       2.221557e-01       7.134621e-03       3.942710e-02
     2778000       1.618792e-02       5.338411e-04       9.094898e-03       1.780684e-01       9.166422e-03       3.976384e-02
     2780000       7.654121e-03       4.618005e-04       4.128524e-03       1.423639e-01       8.441268e-03       3.318758e-02
     2782000       1.253101e-02       9.337975e-04       6.544970e-03       2.166560e-01       7.479699e-03       4.115342e-02
     2784000       9.992510e-03       5.357121e-04       5.563029e-03       1.643274e-01       8.681434e-03       3.621664e-02
     2786000       9.465947e-03       1.945019e-04       5.221773e-03       1.493662e-01       7.054810e-03       3.408704e-02
     2788000       1.222338e-02       3.117019e-04       6.821981e-03       1.761036e-01       5.636182e-03       3.733849e-02
     2790000       1.157781e-02       5.080642e-04       5.737104e-03       2.225695e-01       6.167147e-03       3.712007e-02
     2792000       1.307693e-02       7.799686e-04       7.096617e-03       1.510786e-01       8.903865e-03       3.834218e-02
     2794000       1.800543e-02       5.460474e-04       9.977727e-03       1.460703e-01       8.862104e-03       3.826890e-02
     2796000       1.071588e-02       7.772290e-04       6.008922e-03       1.682611e-01       8.799963e-03       3.618968e-02
     2798000       1.083440e-02       5.184066e-04       6.175680e-03       1.360536e-01       9.038652e-03       3.359836e-02
     2800000       1.299349e-02       4.317790e-04       7.046119e-03       1.501495e-01       7.568125e-03       3.442764e-02
     2802000       1.527861e-02       5.626978e-04       8.554463e-03       1.764135e-01       6.936806e-03       4.009419e-02
     2804000       9.300964e-03       9.059222e-04       5.206379e-03       2.190534e-01       4.801933e-03       3.550267e-02
     2806000       1.351232e-02       6.960327e-04       7.074586e-03       1.768446e-01       8.810073e-03       3.917950e-02
     2808000       1.454598e-02       7.485114e-04       7.630027e-03       2.470593e-01       7.581494e-03       4.252191e-02
     2810000       1.224621e-02       1.203772e-03       6.642950e-03       1.635536e-01       7.706057e-03       3.447263e-02
     2812000       1.430673e-02       4.274939e-04       8.084369e-03       1.581282e-01       8.241124e-03       3.607173e-02
     2814000       1.483213e-02       6.787369e-04       7.910863e-03       1.426881e-01       6.088832e-03       4.004748e-02
     2816000       1.526965e-02       1.510777e-04       8.186438e-03       2.110610e-01       1.118241e-02       3.781231e-02
     2818000       1.005412e-02       7.430017e-04       5.159981e-03       1.576542e-01       9.345452e-03       3.874517e-02
